Num,Date,Date,Open,High,Low,Close,Volume,Adj Close
40,3/1/1950,18323,17.24,17.24,17.24,17.24,1410000,17.24
41,3/2/1950,18324,17.23,17.23,17.23,17.23,1340000,17.23
42,3/3/1950,18325,17.290001,17.290001,17.290001,17.290001,1520000,17.290001
43,3/6/1950,18328,17.32,17.32,17.32,17.32,1470000,17.32
44,3/7/1950,18329,17.200001,17.200001,17.200001,17.200001,1590000,17.200001
45,3/8/1950,18330,17.190001,17.190001,17.190001,17.190001,1360000,17.190001
46,3/9/1950,18331,17.07,17.07,17.07,17.07,1330000,17.07
47,3/10/1950,18332,17.09,17.09,17.09,17.09,1260000,17.09
48,3/13/1950,18335,17.120001,17.120001,17.120001,17.120001,1060000,17.120001
49,3/14/1950,18336,17.25,17.25,17.25,17.25,1140000,17.25
50,3/15/1950,18337,17.450001,17.450001,17.450001,17.450001,1830000,17.450001
51,3/16/1950,18338,17.49,17.49,17.49,17.49,2060000,17.49
52,3/17/1950,18339,17.450001,17.450001,17.450001,17.450001,1600000,17.450001
53,3/20/1950,18342,17.440001,17.440001,17.440001,17.440001,1430000,17.440001
54,3/21/1950,18343,17.450001,17.450001,17.450001,17.450001,1400000,17.450001
55,3/22/1950,18344,17.549999,17.549999,17.549999,17.549999,2010000,17.549999
56,3/23/1950,18345,17.559999,17.559999,17.559999,17.559999,2020000,17.559999
57,3/24/1950,18346,17.559999,17.559999,17.559999,17.559999,1570000,17.559999
58,3/27/1950,18349,17.459999,17.459999,17.459999,17.459999,1930000,17.459999
59,3/28/1950,18350,17.530001,17.530001,17.530001,17.530001,1780000,17.530001
60,3/29/1950,18351,17.440001,17.440001,17.440001,17.440001,2090000,17.440001
61,3/30/1950,18352,17.299999,17.299999,17.299999,17.299999,2370000,17.299999
62,3/31/1950,18353,17.290001,17.290001,17.290001,17.290001,1880000,17.290001
63,4/3/1950,18356,17.530001,17.530001,17.530001,17.530001,1570000,17.530001
64,4/4/1950,18357,17.549999,17.549999,17.549999,17.549999,2010000,17.549999
65,4/5/1950,18358,17.629999,17.629999,17.629999,17.629999,1430000,17.629999
66,4/6/1950,18359,17.780001,17.780001,17.780001,17.780001,2000000,17.780001
67,4/10/1950,18363,17.85,17.85,17.85,17.85,2070000,17.85
68,4/11/1950,18364,17.75,17.75,17.75,17.75,2010000,17.75
69,4/12/1950,18365,17.940001,17.940001,17.940001,17.940001,2010000,17.940001
70,4/13/1950,18366,17.98,17.98,17.98,17.98,2410000,17.98
71,4/14/1950,18367,17.959999,17.959999,17.959999,17.959999,2750000,17.959999
72,4/17/1950,18370,17.879999,17.879999,17.879999,17.879999,2520000,17.879999
73,4/18/1950,18371,18.030001,18.030001,18.030001,18.030001,3320000,18.030001
74,4/19/1950,18372,18.049999,18.049999,18.049999,18.049999,2950000,18.049999
75,4/20/1950,18373,17.93,17.93,17.93,17.93,2590000,17.93
76,4/21/1950,18374,17.959999,17.959999,17.959999,17.959999,2710000,17.959999
77,4/24/1950,18377,17.83,17.83,17.83,17.83,2310000,17.83
78,4/25/1950,18378,17.83,17.83,17.83,17.83,1830000,17.83
79,4/26/1950,18379,17.76,17.76,17.76,17.76,1880000,17.76
80,4/27/1950,18380,17.860001,17.860001,17.860001,17.860001,2070000,17.860001
81,4/28/1950,18381,17.959999,17.959999,17.959999,17.959999,2190000,17.959999
82,5/1/1950,18384,18.219999,18.219999,18.219999,18.219999,2390000,18.219999
83,5/2/1950,18385,18.110001,18.110001,18.110001,18.110001,2250000,18.110001
84,5/3/1950,18386,18.27,18.27,18.27,18.27,2120000,18.27
85,5/4/1950,18387,18.120001,18.120001,18.120001,18.120001,2150000,18.120001
86,5/5/1950,18388,18.219999,18.219999,18.219999,18.219999,1800000,18.219999
87,5/8/1950,18391,18.27,18.27,18.27,18.27,1680000,18.27
88,5/9/1950,18392,18.27,18.27,18.27,18.27,1720000,18.27
89,5/10/1950,18393,18.290001,18.290001,18.290001,18.290001,1880000,18.290001
90,5/11/1950,18394,18.290001,18.290001,18.290001,18.290001,1750000,18.290001
91,5/12/1950,18395,18.18,18.18,18.18,18.18,1790000,18.18
92,5/15/1950,18398,18.26,18.26,18.26,18.26,1220000,18.26
93,5/16/1950,18399,18.440001,18.440001,18.440001,18.440001,1730000,18.440001
94,5/17/1950,18400,18.52,18.52,18.52,18.52,2020000,18.52
95,5/18/1950,18401,18.559999,18.559999,18.559999,18.559999,5240000,18.559999
96,5/19/1950,18402,18.68,18.68,18.68,18.68,2110000,18.68
97,5/22/1950,18405,18.6,18.6,18.6,18.6,1620000,18.6
98,5/23/1950,18406,18.709999,18.709999,18.709999,18.709999,1460000,18.709999
99,5/24/1950,18407,18.690001,18.690001,18.690001,18.690001,1850000,18.690001
100,5/25/1950,18408,18.690001,18.690001,18.690001,18.690001,1480000,18.690001
101,5/26/1950,18409,18.67,18.67,18.67,18.67,1330000,18.67
102,5/29/1950,18412,18.719999,18.719999,18.719999,18.719999,1110000,18.719999
103,5/31/1950,18414,18.780001,18.780001,18.780001,18.780001,1530000,18.780001
104,6/1/1950,18415,18.77,18.77,18.77,18.77,1580000,18.77
105,6/2/1950,18416,18.790001,18.790001,18.790001,18.790001,1450000,18.790001
106,6/5/1950,18419,18.6,18.6,18.6,18.6,1630000,18.6
107,6/6/1950,18420,18.879999,18.879999,18.879999,18.879999,2250000,18.879999
108,6/7/1950,18421,18.93,18.93,18.93,18.93,1750000,18.93
109,6/8/1950,18422,19.139999,19.139999,19.139999,19.139999,1780000,19.139999
110,6/9/1950,18423,19.26,19.26,19.26,19.26,2130000,19.26
111,6/12/1950,18426,19.4,19.4,19.4,19.4,1790000,19.4
112,6/13/1950,18427,19.25,19.25,19.25,19.25,1790000,19.25
113,6/14/1950,18428,18.98,18.98,18.98,18.98,1650000,18.98
114,6/15/1950,18429,18.93,18.93,18.93,18.93,1530000,18.93
115,6/16/1950,18430,18.969999,18.969999,18.969999,18.969999,1180000,18.969999
116,6/19/1950,18433,18.92,18.92,18.92,18.92,1290000,18.92
117,6/20/1950,18434,18.83,18.83,18.83,18.83,1470000,18.83
118,6/21/1950,18435,19,19,19,19,1750000,19
119,6/22/1950,18436,19.16,19.16,19.16,19.16,1830000,19.16
120,6/23/1950,18437,19.139999,19.139999,19.139999,19.139999,1700000,19.139999
121,6/26/1950,18440,18.110001,18.110001,18.110001,18.110001,3950000,18.110001
122,6/27/1950,18441,17.91,17.91,17.91,17.91,4860000,17.91
123,6/28/1950,18442,18.110001,18.110001,18.110001,18.110001,2600000,18.110001
124,6/29/1950,18443,17.440001,17.440001,17.440001,17.440001,3040000,17.440001
125,6/30/1950,18444,17.690001,17.690001,17.690001,17.690001,2660000,17.690001
126,7/3/1950,18447,17.639999,17.639999,17.639999,17.639999,1550000,17.639999
127,7/5/1950,18449,17.809999,17.809999,17.809999,17.809999,1400000,17.809999
128,7/6/1950,18450,17.91,17.91,17.91,17.91,1570000,17.91
129,7/7/1950,18451,17.67,17.67,17.67,17.67,1870000,17.67
130,7/10/1950,18454,17.59,17.59,17.59,17.59,1960000,17.59
131,7/11/1950,18455,17.32,17.32,17.32,17.32,3250000,17.32
132,7/12/1950,18456,16.870001,16.870001,16.870001,16.870001,3200000,16.870001
133,7/13/1950,18457,16.690001,16.690001,16.690001,16.690001,2660000,16.690001
134,7/14/1950,18458,16.870001,16.870001,16.870001,16.870001,1900000,16.870001
135,7/17/1950,18461,16.68,16.68,16.68,16.68,1520000,16.68
136,7/18/1950,18462,17.059999,17.059999,17.059999,17.059999,1820000,17.059999
137,7/19/1950,18463,17.360001,17.360001,17.360001,17.360001,2430000,17.360001
138,7/20/1950,18464,17.610001,17.610001,17.610001,17.610001,3160000,17.610001
139,7/21/1950,18465,17.59,17.59,17.59,17.59,2810000,17.59
140,7/24/1950,18468,17.48,17.48,17.48,17.48,2300000,17.48
141,7/25/1950,18469,17.23,17.23,17.23,17.23,2770000,17.23
142,7/26/1950,18470,17.27,17.27,17.27,17.27,2460000,17.27
143,7/27/1950,18471,17.5,17.5,17.5,17.5,2300000,17.5
144,7/28/1950,18472,17.690001,17.690001,17.690001,17.690001,2050000,17.690001
145,7/31/1950,18475,17.84,17.84,17.84,17.84,1590000,17.84
146,8/1/1950,18476,18.02,18.02,18.02,18.02,1970000,18.02
147,8/2/1950,18477,17.950001,17.950001,17.950001,17.950001,1980000,17.950001
148,8/3/1950,18478,17.99,17.99,17.99,17.99,1660000,17.99
149,8/4/1950,18479,18.139999,18.139999,18.139999,18.139999,1600000,18.139999
150,8/7/1950,18482,18.41,18.41,18.41,18.41,1850000,18.41
151,8/8/1950,18483,18.459999,18.459999,18.459999,18.459999,2180000,18.459999
152,8/9/1950,18484,18.610001,18.610001,18.610001,18.610001,1760000,18.610001
153,8/10/1950,18485,18.48,18.48,18.48,18.48,1870000,18.48
154,8/11/1950,18486,18.280001,18.280001,18.280001,18.280001,1680000,18.280001
155,8/14/1950,18489,18.290001,18.290001,18.290001,18.290001,1280000,18.290001
156,8/15/1950,18490,18.32,18.32,18.32,18.32,1330000,18.32
157,8/16/1950,18491,18.34,18.34,18.34,18.34,1770000,18.34
158,8/17/1950,18492,18.540001,18.540001,18.540001,18.540001,2170000,18.540001
159,8/18/1950,18493,18.68,18.68,18.68,18.68,1780000,18.68
160,8/21/1950,18496,18.700001,18.700001,18.700001,18.700001,1840000,18.700001
161,8/22/1950,18497,18.68,18.68,18.68,18.68,1550000,18.68
162,8/23/1950,18498,18.82,18.82,18.82,18.82,1580000,18.82
163,8/24/1950,18499,18.790001,18.790001,18.790001,18.790001,1620000,18.790001
164,8/25/1950,18500,18.540001,18.540001,18.540001,18.540001,1610000,18.540001
165,8/28/1950,18503,18.530001,18.530001,18.530001,18.530001,1300000,18.530001
166,8/29/1950,18504,18.540001,18.540001,18.540001,18.540001,1890000,18.540001
167,8/30/1950,18505,18.43,18.43,18.43,18.43,1490000,18.43
168,8/31/1950,18506,18.42,18.42,18.42,18.42,1140000,18.42
169,9/1/1950,18507,18.549999,18.549999,18.549999,18.549999,1290000,18.549999
170,9/5/1950,18511,18.68,18.68,18.68,18.68,1250000,18.68
171,9/6/1950,18512,18.540001,18.540001,18.540001,18.540001,1300000,18.540001
172,9/7/1950,18513,18.59,18.59,18.59,18.59,1340000,18.59
173,9/8/1950,18514,18.75,18.75,18.75,18.75,1960000,18.75
174,9/11/1950,18517,18.610001,18.610001,18.610001,18.610001,1860000,18.610001
175,9/12/1950,18518,18.870001,18.870001,18.870001,18.870001,1680000,18.870001
176,9/13/1950,18519,19.09,19.09,19.09,19.09,2600000,19.09
177,9/14/1950,18520,19.18,19.18,19.18,19.18,2350000,19.18
178,9/15/1950,18521,19.290001,19.290001,19.290001,19.290001,2410000,19.290001
179,9/18/1950,18524,19.370001,19.370001,19.370001,19.370001,2040000,19.370001
180,9/19/1950,18525,19.309999,19.309999,19.309999,19.309999,1590000,19.309999
181,9/20/1950,18526,19.209999,19.209999,19.209999,19.209999,2100000,19.209999
182,9/21/1950,18527,19.370001,19.370001,19.370001,19.370001,1650000,19.370001
183,9/22/1950,18528,19.440001,19.440001,19.440001,19.440001,2510000,19.440001
184,9/25/1950,18531,19.42,19.42,19.42,19.42,2020000,19.42
185,9/26/1950,18532,19.139999,19.139999,19.139999,19.139999,2280000,19.139999
186,9/27/1950,18533,19.41,19.41,19.41,19.41,2360000,19.41
187,9/28/1950,18534,19.42,19.42,19.42,19.42,2200000,19.42
188,9/29/1950,18535,19.450001,19.450001,19.450001,19.450001,1800000,19.450001
189,10/2/1950,18538,19.690001,19.690001,19.690001,19.690001,2200000,19.690001
190,10/3/1950,18539,19.66,19.66,19.66,19.66,2480000,19.66
191,10/4/1950,18540,20,20,20,20,2920000,20
192,10/5/1950,18541,19.889999,19.889999,19.889999,19.889999,2490000,19.889999
193,10/6/1950,18542,20.120001,20.120001,20.120001,20.120001,2360000,20.120001
194,10/9/1950,18545,20,20,20,20,2330000,20
195,10/10/1950,18546,19.780001,19.780001,19.780001,19.780001,1870000,19.780001
196,10/11/1950,18547,19.860001,19.860001,19.860001,19.860001,2200000,19.860001
197,10/13/1950,18549,19.85,19.85,19.85,19.85,2030000,19.85
198,10/16/1950,18552,19.709999,19.709999,19.709999,19.709999,1630000,19.709999
199,10/17/1950,18553,19.889999,19.889999,19.889999,19.889999,2010000,19.889999
200,10/18/1950,18554,20.01,20.01,20.01,20.01,2410000,20.01
201,10/19/1950,18555,20.02,20.02,20.02,20.02,2250000,20.02
202,10/20/1950,18556,19.959999,19.959999,19.959999,19.959999,1840000,19.959999
203,10/23/1950,18559,19.959999,19.959999,19.959999,19.959999,1850000,19.959999
204,10/24/1950,18560,20.08,20.08,20.08,20.08,1790000,20.08
205,10/25/1950,18561,20.049999,20.049999,20.049999,20.049999,1930000,20.049999
206,10/26/1950,18562,19.610001,19.610001,19.610001,19.610001,3000000,19.610001
207,10/27/1950,18563,19.77,19.77,19.77,19.77,1800000,19.77
208,10/30/1950,18566,19.610001,19.610001,19.610001,19.610001,1790000,19.610001
209,10/31/1950,18567,19.530001,19.530001,19.530001,19.530001,2010000,19.530001
210,11/1/1950,18568,19.559999,19.559999,19.559999,19.559999,1780000,19.559999
211,11/2/1950,18569,19.73,19.73,19.73,19.73,1580000,19.73
212,11/3/1950,18570,19.85,19.85,19.85,19.85,1560000,19.85
213,11/6/1950,18573,19.360001,19.360001,19.360001,19.360001,2580000,19.360001
214,11/8/1950,18575,19.559999,19.559999,19.559999,19.559999,1850000,19.559999
215,11/9/1950,18576,19.790001,19.790001,19.790001,19.790001,1760000,19.790001
216,11/10/1950,18577,19.940001,19.940001,19.940001,19.940001,1640000,19.940001
217,11/13/1950,18580,20.01,20.01,20.01,20.01,1630000,20.01
218,11/14/1950,18581,19.860001,19.860001,19.860001,19.860001,1780000,19.860001
219,11/15/1950,18582,19.82,19.82,19.82,19.82,1620000,19.82
220,11/16/1950,18583,19.719999,19.719999,19.719999,19.719999,1760000,19.719999
221,11/17/1950,18584,19.860001,19.860001,19.860001,19.860001,2130000,19.860001
222,11/20/1950,18587,19.93,19.93,19.93,19.93,2250000,19.93
223,11/21/1950,18588,19.879999,19.879999,19.879999,19.879999,2010000,19.879999
224,11/22/1950,18589,20.16,20.16,20.16,20.16,2730000,20.16
225,11/24/1950,18591,20.32,20.32,20.32,20.32,2620000,20.32
226,11/27/1950,18594,20.18,20.18,20.18,20.18,1740000,20.18
227,11/28/1950,18595,19.559999,19.559999,19.559999,19.559999,2970000,19.559999
228,11/29/1950,18596,19.370001,19.370001,19.370001,19.370001,2770000,19.370001
229,11/30/1950,18597,19.51,19.51,19.51,19.51,2080000,19.51
230,12/1/1950,18598,19.66,19.66,19.66,19.66,1870000,19.66
231,12/4/1950,18601,19,19,19,19,2510000,19
232,12/5/1950,18602,19.309999,19.309999,19.309999,19.309999,1940000,19.309999
233,12/6/1950,18603,19.450001,19.450001,19.450001,19.450001,2010000,19.450001
234,12/7/1950,18604,19.4,19.4,19.4,19.4,1810000,19.4
235,12/8/1950,18605,19.4,19.4,19.4,19.4,2310000,19.4
236,12/11/1950,18608,19.719999,19.719999,19.719999,19.719999,2600000,19.719999
237,12/12/1950,18609,19.68,19.68,19.68,19.68,2140000,19.68
238,12/13/1950,18610,19.67,19.67,19.67,19.67,2030000,19.67
239,12/14/1950,18611,19.43,19.43,19.43,19.43,2660000,19.43
240,12/15/1950,18612,19.33,19.33,19.33,19.33,2420000,19.33
241,12/18/1950,18615,19.85,19.85,19.85,19.85,4500000,19.85
242,12/19/1950,18616,19.959999,19.959999,19.959999,19.959999,3650000,19.959999
243,12/20/1950,18617,19.969999,19.969999,19.969999,19.969999,3510000,19.969999
244,12/21/1950,18618,19.98,19.98,19.98,19.98,3990000,19.98
245,12/22/1950,18619,20.07,20.07,20.07,20.07,2720000,20.07
246,12/26/1950,18623,19.92,19.92,19.92,19.92,2660000,19.92
247,12/27/1950,18624,20.299999,20.299999,20.299999,20.299999,2940000,20.299999
248,12/28/1950,18625,20.379999,20.379999,20.379999,20.379999,3560000,20.379999
249,12/29/1950,18626,20.43,20.43,20.43,20.43,3440000,20.43
250,1/2/1951,18630,20.77,20.77,20.77,20.77,3030000,20.77
251,1/3/1951,18631,20.690001,20.690001,20.690001,20.690001,3370000,20.690001
252,1/4/1951,18632,20.870001,20.870001,20.870001,20.870001,3390000,20.870001
253,1/5/1951,18633,20.870001,20.870001,20.870001,20.870001,3390000,20.870001
254,1/8/1951,18636,21,21,21,21,2780000,21
255,1/9/1951,18637,21.120001,21.120001,21.120001,21.120001,3800000,21.120001
256,1/10/1951,18638,20.85,20.85,20.85,20.85,3270000,20.85
257,1/11/1951,18639,21.190001,21.190001,21.190001,21.190001,3490000,21.190001
258,1/12/1951,18640,21.110001,21.110001,21.110001,21.110001,2950000,21.110001
259,1/15/1951,18643,21.299999,21.299999,21.299999,21.299999,2830000,21.299999
260,1/16/1951,18644,21.459999,21.459999,21.459999,21.459999,3740000,21.459999
261,1/17/1951,18645,21.549999,21.549999,21.549999,21.549999,3880000,21.549999
262,1/18/1951,18646,21.4,21.4,21.4,21.4,3490000,21.4
263,1/19/1951,18647,21.360001,21.360001,21.360001,21.360001,3170000,21.360001
264,1/22/1951,18650,21.18,21.18,21.18,21.18,2570000,21.18
265,1/23/1951,18651,21.26,21.26,21.26,21.26,2080000,21.26
266,1/24/1951,18652,21.16,21.16,21.16,21.16,1990000,21.16
267,1/25/1951,18653,21.030001,21.030001,21.030001,21.030001,2520000,21.030001
268,1/26/1951,18654,21.26,21.26,21.26,21.26,2230000,21.26
269,1/29/1951,18657,21.67,21.67,21.67,21.67,2630000,21.67
270,1/30/1951,18658,21.74,21.74,21.74,21.74,2480000,21.74
271,1/31/1951,18659,21.66,21.66,21.66,21.66,2340000,21.66
272,2/1/1951,18660,21.77,21.77,21.77,21.77,2380000,21.77
273,2/2/1951,18661,21.959999,21.959999,21.959999,21.959999,3030000,21.959999
274,2/5/1951,18664,22.200001,22.200001,22.200001,22.200001,2680000,22.200001
275,2/6/1951,18665,22.120001,22.120001,22.120001,22.120001,2370000,22.120001
276,2/7/1951,18666,21.99,21.99,21.99,21.99,2020000,21.99
277,2/8/1951,18667,22.09,22.09,22.09,22.09,2120000,22.09
278,2/9/1951,18668,22.17,22.17,22.17,22.17,2550000,22.17
279,2/13/1951,18672,22.18,22.18,22.18,22.18,2400000,22.18
280,2/14/1951,18673,22.120001,22.120001,22.120001,22.120001,2050000,22.120001
281,2/15/1951,18674,22,22,22,22,1700000,22
282,2/16/1951,18675,22.129999,22.129999,22.129999,22.129999,1860000,22.129999
283,2/19/1951,18678,21.83,21.83,21.83,21.83,1910000,21.83
284,2/20/1951,18679,21.790001,21.790001,21.790001,21.790001,2010000,21.790001
285,2/21/1951,18680,21.860001,21.860001,21.860001,21.860001,1670000,21.860001
286,2/23/1951,18682,21.92,21.92,21.92,21.92,1540000,21.92
287,2/26/1951,18685,21.93,21.93,21.93,21.93,1650000,21.93
288,2/27/1951,18686,21.76,21.76,21.76,21.76,1680000,21.76
289,2/28/1951,18687,21.799999,21.799999,21.799999,21.799999,1640000,21.799999
290,3/1/1951,18688,21.85,21.85,21.85,21.85,1610000,21.85
291,3/2/1951,18689,21.93,21.93,21.93,21.93,1570000,21.93
292,3/5/1951,18692,21.790001,21.790001,21.790001,21.790001,1690000,21.790001
293,3/6/1951,18693,21.790001,21.790001,21.790001,21.790001,1490000,21.790001
294,3/7/1951,18694,21.860001,21.860001,21.860001,21.860001,1770000,21.860001
295,3/8/1951,18695,21.950001,21.950001,21.950001,21.950001,1440000,21.950001
296,3/9/1951,18696,21.950001,21.950001,21.950001,21.950001,1610000,21.950001
297,3/12/1951,18699,21.700001,21.700001,21.700001,21.700001,1640000,21.700001
298,3/13/1951,18700,21.41,21.41,21.41,21.41,2330000,21.41
299,3/14/1951,18701,21.25,21.25,21.25,21.25,2110000,21.25
300,3/15/1951,18702,21.290001,21.290001,21.290001,21.290001,2070000,21.290001
301,3/16/1951,18703,21.639999,21.639999,21.639999,21.639999,1660000,21.639999
302,3/19/1951,18706,21.559999,21.559999,21.559999,21.559999,1120000,21.559999
303,3/20/1951,18707,21.52,21.52,21.52,21.52,1020000,21.52
304,3/21/1951,18708,21.639999,21.639999,21.639999,21.639999,1310000,21.639999
305,3/22/1951,18709,21.73,21.73,21.73,21.73,1290000,21.73
306,3/26/1951,18713,21.530001,21.530001,21.530001,21.530001,1230000,21.530001
307,3/27/1951,18714,21.51,21.51,21.51,21.51,1250000,21.51
308,3/28/1951,18715,21.26,21.26,21.26,21.26,1770000,21.26
309,3/29/1951,18716,21.33,21.33,21.33,21.33,1300000,21.33
310,3/30/1951,18717,21.48,21.48,21.48,21.48,1150000,21.48
311,4/2/1951,18720,21.32,21.32,21.32,21.32,1280000,21.32
312,4/3/1951,18721,21.26,21.26,21.26,21.26,1220000,21.26
313,4/4/1951,18722,21.4,21.4,21.4,21.4,1300000,21.4
314,4/5/1951,18723,21.690001,21.690001,21.690001,21.690001,1790000,21.690001
315,4/6/1951,18724,21.719999,21.719999,21.719999,21.719999,1450000,21.719999
316,4/9/1951,18727,21.68,21.68,21.68,21.68,1110000,21.68
317,4/10/1951,18728,21.65,21.65,21.65,21.65,1280000,21.65
318,4/11/1951,18729,21.639999,21.639999,21.639999,21.639999,1420000,21.639999
319,4/12/1951,18730,21.83,21.83,21.83,21.83,1530000,21.83
320,4/13/1951,18731,22.09,22.09,22.09,22.09,2120000,22.09
321,4/16/1951,18734,22.040001,22.040001,22.040001,22.040001,1730000,22.040001
322,4/17/1951,18735,22.09,22.09,22.09,22.09,1470000,22.09
323,4/18/1951,18736,22.129999,22.129999,22.129999,22.129999,1780000,22.129999
324,4/19/1951,18737,22.040001,22.040001,22.040001,22.040001,1520000,22.040001
325,4/20/1951,18738,22.040001,22.040001,22.040001,22.040001,940000,22.040001
326,4/23/1951,18741,22.049999,22.049999,22.049999,22.049999,1160000,22.049999
327,4/24/1951,18742,21.959999,21.959999,21.959999,21.959999,1420000,21.959999
328,4/25/1951,18743,21.969999,21.969999,21.969999,21.969999,1520000,21.969999
329,4/26/1951,18744,22.16,22.16,22.16,22.16,1800000,22.16
330,4/27/1951,18745,22.389999,22.389999,22.389999,22.389999,2120000,22.389999
331,4/30/1951,18748,22.43,22.43,22.43,22.43,1790000,22.43
332,5/1/1951,18749,22.530001,22.530001,22.530001,22.530001,1760000,22.530001
333,5/2/1951,18750,22.620001,22.620001,22.620001,22.620001,1900000,22.620001
334,5/3/1951,18751,22.809999,22.809999,22.809999,22.809999,2060000,22.809999
335,5/4/1951,18752,22.77,22.77,22.77,22.77,2050000,22.77
336,5/7/1951,18755,22.629999,22.629999,22.629999,22.629999,1580000,22.629999
337,5/8/1951,18756,22.610001,22.610001,22.610001,22.610001,1600000,22.610001
338,5/9/1951,18757,22.639999,22.639999,22.639999,22.639999,1960000,22.639999
339,5/10/1951,18758,22.51,22.51,22.51,22.51,1660000,22.51
340,5/11/1951,18759,22.33,22.33,22.33,22.33,1640000,22.33
341,5/14/1951,18762,22.18,22.18,22.18,22.18,1250000,22.18
342,5/15/1951,18763,21.76,21.76,21.76,21.76,2020000,21.76
343,5/16/1951,18764,21.690001,21.690001,21.690001,21.690001,1660000,21.690001
344,5/17/1951,18765,21.91,21.91,21.91,21.91,1370000,21.91
345,5/18/1951,18766,21.51,21.51,21.51,21.51,1660000,21.51
346,5/21/1951,18769,21.459999,21.459999,21.459999,21.459999,1580000,21.459999
347,5/22/1951,18770,21.360001,21.360001,21.360001,21.360001,1440000,21.360001
348,5/23/1951,18771,21.16,21.16,21.16,21.16,1540000,21.16
349,5/24/1951,18772,21.049999,21.049999,21.049999,21.049999,2580000,21.049999
350,5/25/1951,18773,21.030001,21.030001,21.030001,21.030001,1210000,21.030001
351,5/28/1951,18776,21.209999,21.209999,21.209999,21.209999,1240000,21.209999
352,5/29/1951,18777,21.35,21.35,21.35,21.35,1190000,21.35
353,5/31/1951,18779,21.52,21.52,21.52,21.52,1220000,21.52
354,6/1/1951,18780,21.48,21.48,21.48,21.48,9810000,21.48
355,6/4/1951,18783,21.24,21.24,21.24,21.24,1100000,21.24
356,6/5/1951,18784,21.33,21.33,21.33,21.33,1180000,21.33
357,6/6/1951,18785,21.48,21.48,21.48,21.48,1200000,21.48
358,6/7/1951,18786,21.559999,21.559999,21.559999,21.559999,1340000,21.559999
359,6/8/1951,18787,21.49,21.49,21.49,21.49,1000000,21.49
360,6/11/1951,18790,21.610001,21.610001,21.610001,21.610001,1220000,21.610001
361,6/12/1951,18791,21.52,21.52,21.52,21.52,1200000,21.52
362,6/13/1951,18792,21.549999,21.549999,21.549999,21.549999,1060000,21.549999
